fecha,presa,nivel_pct,volumen_hm3,capacidad_hm3
2024-06-12,Peña del Águila,39.09,52.77,135.0
2024-06-13,Peña del Águila,38.93,52.55,135.0
2024-06-14,Peña del Águila,38.86,52.46,135.0
2024-06-15,Peña del Águila,39.06,52.73,135.0
2024-06-16,Peña del Águila,38.81,52.4,135.0
2024-06-17,Peña del Águila,38.66,52.19,135.0
2024-06-18,Peña del Águila,38.65,52.18,135.0
2024-06-19,Peña del Águila,38.38,51.82,135.0
2024-06-20,Peña del Águila,38.05,51.37,135.0
2024-06-21,Peña del Águila,37.85,51.1,135.0
2024-06-22,Peña del Águila,37.74,50.95,135.0
2024-06-23,Peña del Águila,37.52,50.65,135.0
2024-06-24,Peña del Águila,37.2,50.22,135.0
2024-06-25,Peña del Águila,37.02,49.97,135.0
2024-06-26,Peña del Águila,37.18,50.2,135.0
2024-06-27,Peña del Águila,36.97,49.91,135.0
2024-06-28,Peña del Águila,36.89,49.8,135.0
2024-06-29,Peña del Águila,36.66,49.49,135.0
2024-06-30,Peña del Águila,36.63,49.45,135.0
2024-07-01,Peña del Águila,36.43,49.18,135.0
2024-07-02,Peña del Águila,36.32,49.03,135.0
2024-07-03,Peña del Águila,36.24,48.93,135.0
2024-07-04,Peña del Águila,36.0,48.59,135.0
2024-07-05,Peña del Águila,35.65,48.13,135.0
2024-07-06,Peña del Águila,35.49,47.91,135.0
2024-07-07,Peña del Águila,35.64,48.12,135.0
2024-07-08,Peña del Águila,35.79,48.31,135.0
2024-07-09,Peña del Águila,35.79,48.32,135.0
2024-07-10,Peña del Águila,35.84,48.38,135.0
2024-07-11,Peña del Águila,37.66,50.84,135.0
2024-07-12,Peña del Águila,39.06,52.73,135.0
2024-07-13,Peña del Águila,38.95,52.59,135.0
2024-07-14,Peña del Águila,38.73,52.29,135.0
2024-07-15,Peña del Águila,38.74,52.3,135.0
2024-07-16,Peña del Águila,38.65,52.18,135.0
2024-07-17,Peña del Águila,38.7,52.24,135.0
2024-07-18,Peña del Águila,38.55,52.05,135.0
2024-07-19,Peña del Águila,38.44,51.89,135.0
2024-07-20,Peña del Águila,38.57,52.07,135.0
2024-07-21,Peña del Águila,38.27,51.66,135.0
2024-07-22,Peña del Águila,38.18,51.54,135.0
2024-07-23,Peña del Águila,37.72,50.92,135.0
2024-07-24,Peña del Águila,37.41,50.5,135.0
2024-07-25,Peña del Águila,38.35,51.77,135.0
2024-07-26,Peña del Águila,38.4,51.84,135.0
2024-07-27,Peña del Águila,38.28,51.68,135.0
2024-07-28,Peña del Águila,38.27,51.67,135.0
2024-07-29,Peña del Águila,38.22,51.59,135.0
2024-07-30,Peña del Águila,39.76,53.68,135.0
2024-07-31,Peña del Águila,39.73,53.63,135.0
2024-08-01,Peña del Águila,39.56,53.4,135.0
2024-08-02,Peña del Águila,39.64,53.51,135.0
2024-08-03,Peña del Águila,41.53,56.06,135.0
2024-08-04,Peña del Águila,41.64,56.21,135.0
2024-08-05,Peña del Águila,41.4,55.89,135.0
2024-08-06,Peña del Águila,41.16,55.56,135.0
2024-08-07,Peña del Águila,41.15,55.55,135.0
2024-08-08,Peña del Águila,41.17,55.58,135.0
2024-08-09,Peña del Águila,41.22,55.65,135.0
2024-08-10,Peña del Águila,41.1,55.49,135.0
2024-08-11,Peña del Águila,40.88,55.19,135.0
2024-08-12,Peña del Águila,40.9,55.21,135.0
2024-08-13,Peña del Águila,40.75,55.01,135.0
2024-08-14,Peña del Águila,40.7,54.95,135.0
2024-08-15,Peña del Águila,41.15,55.56,135.0
2024-08-16,Peña del Águila,41.46,55.97,135.0
2024-08-17,Peña del Águila,41.2,55.62,135.0
2024-08-18,Peña del Águila,41.28,55.73,135.0
2024-08-19,Peña del Águila,41.32,55.79,135.0
2024-08-20,Peña del Águila,41.17,55.59,135.0
2024-08-21,Peña del Águila,43.66,58.94,135.0
2024-08-22,Peña del Águila,43.56,58.8,135.0
2024-08-23,Peña del Águila,43.54,58.78,135.0
2024-08-24,Peña del Águila,43.51,58.73,135.0
2024-08-25,Peña del Águila,46.37,62.6,135.0
2024-08-26,Peña del Águila,46.33,62.55,135.0
2024-08-27,Peña del Águila,48.39,65.32,135.0
2024-08-28,Peña del Águila,48.33,65.24,135.0
2024-08-29,Peña del Águila,48.29,65.19,135.0
2024-08-30,Peña del Águila,48.2,65.07,135.0
2024-08-31,Peña del Águila,48.08,64.9,135.0
2024-09-01,Peña del Águila,47.88,64.63,135.0
2024-09-02,Peña del Águila,47.74,64.44,135.0
2024-09-03,Peña del Águila,47.73,64.44,135.0
2024-09-04,Peña del Águila,47.61,64.28,135.0
2024-09-05,Peña del Águila,47.57,64.22,135.0
2024-09-06,Peña del Águila,47.68,64.37,135.0
2024-09-07,Peña del Águila,47.53,64.17,135.0
2024-09-08,Peña del Águila,47.8,64.53,135.0
2024-09-09,Peña del Águila,47.58,64.24,135.0
2024-09-10,Peña del Águila,47.46,64.07,135.0
2024-09-11,Peña del Águila,49.4,66.69,135.0
2024-09-12,Peña del Águila,49.36,66.63,135.0
2024-09-13,Peña del Águila,49.22,66.44,135.0
2024-09-14,Peña del Águila,49.1,66.28,135.0
2024-09-15,Peña del Águila,48.96,66.1,135.0
2024-09-16,Peña del Águila,48.74,65.8,135.0
2024-09-17,Peña del Águila,48.51,65.48,135.0
2024-09-18,Peña del Águila,48.27,65.16,135.0
2024-09-19,Peña del Águila,48.07,64.89,135.0
2024-09-20,Peña del Águila,48.07,64.9,135.0
2024-09-21,Peña del Águila,49.41,66.7,135.0
2024-09-22,Peña del Águila,51.35,69.32,135.0
2024-09-23,Peña del Águila,51.04,68.9,135.0
2024-09-24,Peña del Águila,50.94,68.76,135.0
2024-09-25,Peña del Águila,50.95,68.78,135.0
2024-09-26,Peña del Águila,50.77,68.54,135.0
2024-09-27,Peña del Águila,50.69,68.43,135.0
2024-09-28,Peña del Águila,50.69,68.43,135.0
2024-09-29,Peña del Águila,54.03,72.94,135.0
2024-09-30,Peña del Águila,53.83,72.67,135.0
2024-10-01,Peña del Águila,53.81,72.65,135.0
2024-10-02,Peña del Águila,53.66,72.44,135.0
2024-10-03,Peña del Águila,54.54,73.63,135.0
2024-10-04,Peña del Águila,54.54,73.63,135.0
2024-10-05,Peña del Águila,54.61,73.73,135.0
2024-10-06,Peña del Águila,54.96,74.19,135.0
2024-10-07,Peña del Águila,56.29,75.99,135.0
2024-10-08,Peña del Águila,56.14,75.79,135.0
2024-10-09,Peña del Águila,57.71,77.91,135.0
2024-10-10,Peña del Águila,57.6,77.77,135.0
2024-10-11,Peña del Águila,59.23,79.96,135.0
2024-10-12,Peña del Águila,60.94,82.27,135.0
2024-10-13,Peña del Águila,61.77,83.4,135.0
2024-10-14,Peña del Águila,61.55,83.09,135.0
2024-10-15,Peña del Águila,61.5,83.02,135.0
2024-10-16,Peña del Águila,61.38,82.86,135.0
2024-10-17,Peña del Águila,62.11,83.85,135.0
2024-10-18,Peña del Águila,63.08,85.16,135.0
2024-10-19,Peña del Águila,63.26,85.39,135.0
2024-10-20,Peña del Águila,64.46,87.02,135.0
2024-10-21,Peña del Águila,64.52,87.11,135.0
2024-10-22,Peña del Águila,64.46,87.02,135.0
2024-10-23,Peña del Águila,64.57,87.18,135.0
2024-10-24,Peña del Águila,64.69,87.33,135.0
2024-10-25,Peña del Águila,64.53,87.12,135.0
2024-10-26,Peña del Águila,65.84,88.88,135.0
2024-10-27,Peña del Águila,65.9,88.96,135.0
2024-10-28,Peña del Águila,67.41,91.0,135.0
2024-10-29,Peña del Águila,67.41,91.0,135.0
2024-10-30,Peña del Águila,67.59,91.25,135.0
2024-10-31,Peña del Águila,69.43,93.73,135.0
2024-11-01,Peña del Águila,69.39,93.67,135.0
2024-11-02,Peña del Águila,69.37,93.65,135.0
2024-11-03,Peña del Águila,69.37,93.65,135.0
2024-11-04,Peña del Águila,69.32,93.59,135.0
2024-11-05,Peña del Águila,69.35,93.62,135.0
2024-11-06,Peña del Águila,69.28,93.53,135.0
2024-11-07,Peña del Águila,69.21,93.43,135.0
2024-11-08,Peña del Águila,69.37,93.65,135.0
2024-11-09,Peña del Águila,69.34,93.61,135.0
2024-11-10,Peña del Águila,69.3,93.55,135.0
2024-11-11,Peña del Águila,69.35,93.63,135.0
2024-11-12,Peña del Águila,69.32,93.59,135.0
2024-11-13,Peña del Águila,69.31,93.57,135.0
2024-11-14,Peña del Águila,69.25,93.49,135.0
2024-11-15,Peña del Águila,69.05,93.22,135.0
2024-11-16,Peña del Águila,69.0,93.15,135.0
2024-11-17,Peña del Águila,68.81,92.9,135.0
2024-11-18,Peña del Águila,68.79,92.86,135.0
2024-11-19,Peña del Águila,68.6,92.61,135.0
2024-11-20,Peña del Águila,68.66,92.69,135.0
2024-11-21,Peña del Águila,68.7,92.74,135.0
2024-11-22,Peña del Águila,68.68,92.72,135.0
2024-11-23,Peña del Águila,68.62,92.63,135.0
2024-11-24,Peña del Águila,68.62,92.63,135.0
2024-11-25,Peña del Águila,68.33,92.25,135.0
2024-11-26,Peña del Águila,68.15,92.0,135.0
2024-11-27,Peña del Águila,68.08,91.91,135.0
2024-11-28,Peña del Águila,68.07,91.9,135.0
2024-11-29,Peña del Águila,68.02,91.82,135.0
2024-11-30,Peña del Águila,67.84,91.59,135.0
2024-12-01,Peña del Águila,67.81,91.54,135.0
2024-12-02,Peña del Águila,67.71,91.4,135.0
2024-12-03,Peña del Águila,67.53,91.16,135.0
2024-12-04,Peña del Águila,67.52,91.15,135.0
2024-12-05,Peña del Águila,67.44,91.05,135.0
2024-12-06,Peña del Águila,67.54,91.17,135.0
2024-12-07,Peña del Águila,67.57,91.21,135.0
2024-12-08,Peña del Águila,67.6,91.27,135.0
2024-12-09,Peña del Águila,67.59,91.25,135.0
2024-12-10,Peña del Águila,67.44,91.05,135.0
2024-12-11,Peña del Águila,67.28,90.83,135.0
2024-12-12,Peña del Águila,67.05,90.52,135.0
2024-12-13,Peña del Águila,67.35,90.92,135.0
2024-12-14,Peña del Águila,67.17,90.68,135.0
2024-12-15,Peña del Águila,67.09,90.58,135.0
2024-12-16,Peña del Águila,67.0,90.45,135.0
2024-12-17,Peña del Águila,66.92,90.34,135.0
2024-12-18,Peña del Águila,66.8,90.17,135.0
2024-12-19,Peña del Águila,66.52,89.8,135.0
2024-12-20,Peña del Águila,66.35,89.57,135.0
2024-12-21,Peña del Águila,66.13,89.28,135.0
2024-12-22,Peña del Águila,66.07,89.19,135.0
2024-12-23,Peña del Águila,65.94,89.02,135.0
2024-12-24,Peña del Águila,65.81,88.84,135.0
2024-12-25,Peña del Águila,65.78,88.8,135.0
2024-12-26,Peña del Águila,65.66,88.64,135.0
2024-12-27,Peña del Águila,65.72,88.73,135.0
2024-12-28,Peña del Águila,65.63,88.6,135.0
2024-12-29,Peña del Águila,65.6,88.56,135.0
2024-12-30,Peña del Águila,65.39,88.28,135.0
2024-12-31,Peña del Águila,65.42,88.32,135.0
2024-01-01,Guadalupe Victoria,47.88,37.34,78.0
2024-01-02,Guadalupe Victoria,47.9,37.36,78.0
2024-01-03,Guadalupe Victoria,47.91,37.37,78.0
2024-01-04,Guadalupe Victoria,47.82,37.3,78.0
2024-01-05,Guadalupe Victoria,47.81,37.29,78.0
2024-01-06,Guadalupe Victoria,47.69,37.2,78.0
2024-01-07,Guadalupe Victoria,47.88,37.35,78.0
2024-01-08,Guadalupe Victoria,48.0,37.44,78.0
2024-01-09,Guadalupe Victoria,48.03,37.47,78.0
2024-01-10,Guadalupe Victoria,47.77,37.26,78.0
2024-01-11,Guadalupe Victoria,47.52,37.07,78.0
2024-01-12,Guadalupe Victoria,47.35,36.93,78.0
2024-01-13,Guadalupe Victoria,47.25,36.86,78.0
2024-01-14,Guadalupe Victoria,47.28,36.88,78.0
2024-01-15,Guadalupe Victoria,47.07,36.71,78.0
2024-01-16,Guadalupe Victoria,47.23,36.84,78.0
2024-01-17,Guadalupe Victoria,47.18,36.8,78.0
2024-01-18,Guadalupe Victoria,46.77,36.48,78.0
2024-01-19,Guadalupe Victoria,46.63,36.37,78.0
2024-01-20,Guadalupe Victoria,46.11,35.97,78.0
2024-01-21,Guadalupe Victoria,45.92,35.82,78.0
2024-01-22,Guadalupe Victoria,45.77,35.7,78.0
2024-01-23,Guadalupe Victoria,45.61,35.58,78.0
2024-01-24,Guadalupe Victoria,45.5,35.49,78.0
2024-01-25,Guadalupe Victoria,45.38,35.4,78.0
2024-01-26,Guadalupe Victoria,45.22,35.27,78.0
2024-01-27,Guadalupe Victoria,45.44,35.44,78.0
2024-01-28,Guadalupe Victoria,45.61,35.57,78.0
2024-01-29,Guadalupe Victoria,45.35,35.37,78.0
2024-01-30,Guadalupe Victoria,45.53,35.51,78.0
2024-01-31,Guadalupe Victoria,45.18,35.24,78.0
2024-02-01,Guadalupe Victoria,44.98,35.08,78.0
2024-02-02,Guadalupe Victoria,45.19,35.25,78.0
2024-02-03,Guadalupe Victoria,44.73,34.89,78.0
2024-02-04,Guadalupe Victoria,44.78,34.93,78.0
2024-02-05,Guadalupe Victoria,44.49,34.7,78.0
2024-02-06,Guadalupe Victoria,44.41,34.64,78.0
2024-02-07,Guadalupe Victoria,44.32,34.57,78.0
2024-02-08,Guadalupe Victoria,44.56,34.76,78.0
2024-02-09,Guadalupe Victoria,44.36,34.6,78.0
2024-02-10,Guadalupe Victoria,44.29,34.55,78.0
2024-02-11,Guadalupe Victoria,44.34,34.59,78.0
2024-02-12,Guadalupe Victoria,44.24,34.51,78.0
2024-02-13,Guadalupe Victoria,44.03,34.35,78.0
2024-02-14,Guadalupe Victoria,43.96,34.29,78.0
2024-02-15,Guadalupe Victoria,43.92,34.26,78.0
2024-02-16,Guadalupe Victoria,44.02,34.34,78.0
2024-02-17,Guadalupe Victoria,43.8,34.16,78.0
2024-02-18,Guadalupe Victoria,43.66,34.05,78.0
2024-02-19,Guadalupe Victoria,43.66,34.05,78.0
2024-02-20,Guadalupe Victoria,43.57,33.98,78.0
2024-02-21,Guadalupe Victoria,43.48,33.91,78.0
2024-02-22,Guadalupe Victoria,43.41,33.86,78.0
2024-02-23,Guadalupe Victoria,43.23,33.72,78.0
2024-02-24,Guadalupe Victoria,43.03,33.56,78.0
2024-02-25,Guadalupe Victoria,43.05,33.58,78.0
2024-02-26,Guadalupe Victoria,42.79,33.38,78.0
2024-02-27,Guadalupe Victoria,42.94,33.5,78.0
2024-02-28,Guadalupe Victoria,42.93,33.48,78.0
2024-02-29,Guadalupe Victoria,42.64,33.26,78.0
2024-03-01,Guadalupe Victoria,42.61,33.23,78.0
2024-03-02,Guadalupe Victoria,42.56,33.2,78.0
2024-03-03,Guadalupe Victoria,42.62,33.24,78.0
2024-03-04,Guadalupe Victoria,42.75,33.34,78.0
2024-03-05,Guadalupe Victoria,42.6,33.23,78.0
2024-03-06,Guadalupe Victoria,42.39,33.07,78.0
2024-03-07,Guadalupe Victoria,42.21,32.92,78.0
2024-03-08,Guadalupe Victoria,41.95,32.72,78.0
2024-03-09,Guadalupe Victoria,41.74,32.55,78.0
2024-03-10,Guadalupe Victoria,41.71,32.53,78.0
2024-03-11,Guadalupe Victoria,41.63,32.47,78.0
2024-03-12,Guadalupe Victoria,41.46,32.34,78.0
2024-03-13,Guadalupe Victoria,41.25,32.18,78.0
2024-03-14,Guadalupe Victoria,41.23,32.16,78.0
2024-03-15,Guadalupe Victoria,41.06,32.03,78.0
2024-03-16,Guadalupe Victoria,40.8,31.82,78.0
2024-03-17,Guadalupe Victoria,40.69,31.74,78.0
2024-03-18,Guadalupe Victoria,40.56,31.64,78.0
2024-03-19,Guadalupe Victoria,40.29,31.43,78.0
2024-03-20,Guadalupe Victoria,40.36,31.48,78.0
2024-03-21,Guadalupe Victoria,40.43,31.54,78.0
2024-03-22,Guadalupe Victoria,40.36,31.48,78.0
2024-03-23,Guadalupe Victoria,40.31,31.44,78.0
2024-03-24,Guadalupe Victoria,40.32,31.45,78.0
2024-03-25,Guadalupe Victoria,40.24,31.38,78.0
2024-03-26,Guadalupe Victoria,40.32,31.45,78.0
2024-03-27,Guadalupe Victoria,40.54,31.62,78.0
2024-03-28,Guadalupe Victoria,40.47,31.57,78.0
2024-03-29,Guadalupe Victoria,40.47,31.57,78.0
2024-03-30,Guadalupe Victoria,40.55,31.63,78.0
2024-03-31,Guadalupe Victoria,40.41,31.52,78.0
2024-04-01,Guadalupe Victoria,40.09,31.27,78.0
2024-04-02,Guadalupe Victoria,40.14,31.31,78.0
2024-04-03,Guadalupe Victoria,39.75,31.0,78.0
2024-04-04,Guadalupe Victoria,39.96,31.17,78.0
2024-04-05,Guadalupe Victoria,40.0,31.2,78.0
2024-04-06,Guadalupe Victoria,39.92,31.14,78.0
2024-04-07,Guadalupe Victoria,39.82,31.06,78.0
2024-04-08,Guadalupe Victoria,40.02,31.22,78.0
2024-04-09,Guadalupe Victoria,39.74,31.0,78.0
2024-04-10,Guadalupe Victoria,39.42,30.75,78.0
2024-04-11,Guadalupe Victoria,39.2,30.58,78.0
2024-04-12,Guadalupe Victoria,39.04,30.45,78.0
2024-04-13,Guadalupe Victoria,38.75,30.22,78.0
2024-04-14,Guadalupe Victoria,38.66,30.16,78.0
2024-04-15,Guadalupe Victoria,38.58,30.09,78.0
2024-04-16,Guadalupe Victoria,38.32,29.89,78.0
2024-04-17,Guadalupe Victoria,38.49,30.02,78.0
2024-04-18,Guadalupe Victoria,38.13,29.74,78.0
2024-04-19,Guadalupe Victoria,37.79,29.47,78.0
2024-04-20,Guadalupe Victoria,37.74,29.44,78.0
2024-04-21,Guadalupe Victoria,37.59,29.32,78.0
2024-04-22,Guadalupe Victoria,37.56,29.29,78.0
2024-04-23,Guadalupe Victoria,37.33,29.12,78.0
2024-04-24,Guadalupe Victoria,37.03,28.89,78.0
2024-04-25,Guadalupe Victoria,36.81,28.71,78.0
2024-04-26,Guadalupe Victoria,36.57,28.53,78.0
2024-04-27,Guadalupe Victoria,36.55,28.51,78.0
2024-04-28,Guadalupe Victoria,36.35,28.36,78.0
2024-04-29,Guadalupe Victoria,36.38,28.38,78.0
2024-04-30,Guadalupe Victoria,36.37,28.37,78.0
2024-05-01,Guadalupe Victoria,36.43,28.42,78.0
2024-05-02,Guadalupe Victoria,36.46,28.44,78.0
2024-05-03,Guadalupe Victoria,36.47,28.45,78.0
2024-05-04,Guadalupe Victoria,36.48,28.46,78.0
2024-05-05,Guadalupe Victoria,36.26,28.28,78.0
2024-05-06,Guadalupe Victoria,36.08,28.14,78.0
2024-05-07,Guadalupe Victoria,35.62,27.79,78.0
2024-05-08,Guadalupe Victoria,35.54,27.72,78.0
2024-05-09,Guadalupe Victoria,35.29,27.53,78.0
2024-05-10,Guadalupe Victoria,35.24,27.48,78.0
2024-05-11,Guadalupe Victoria,35.2,27.46,78.0
2024-05-12,Guadalupe Victoria,34.83,27.17,78.0
2024-05-13,Guadalupe Victoria,34.51,26.92,78.0
2024-05-14,Guadalupe Victoria,34.32,26.77,78.0
2024-05-15,Guadalupe Victoria,34.1,26.6,78.0
2024-05-16,Guadalupe Victoria,34.0,26.52,78.0
2024-05-17,Guadalupe Victoria,33.66,26.26,78.0
2024-05-18,Guadalupe Victoria,33.54,26.16,78.0
2024-05-19,Guadalupe Victoria,33.11,25.82,78.0
2024-05-20,Guadalupe Victoria,32.59,25.42,78.0
2024-05-21,Guadalupe Victoria,32.59,25.42,78.0
2024-05-22,Guadalupe Victoria,32.22,25.13,78.0
2024-05-23,Guadalupe Victoria,31.99,24.95,78.0
2024-05-24,Guadalupe Victoria,31.61,24.65,78.0
2024-05-25,Guadalupe Victoria,31.22,24.35,78.0
2024-05-26,Guadalupe Victoria,31.02,24.2,78.0
2024-05-27,Guadalupe Victoria,30.82,24.04,78.0
2024-05-28,Guadalupe Victoria,30.86,24.07,78.0
2024-05-29,Guadalupe Victoria,30.81,24.04,78.0
2024-05-30,Guadalupe Victoria,30.64,23.9,78.0
2024-05-31,Guadalupe Victoria,30.64,23.9,78.0
2024-06-01,Guadalupe Victoria,30.6,23.87,78.0
2024-06-02,Guadalupe Victoria,30.88,24.09,78.0
2024-06-03,Guadalupe Victoria,31.13,24.28,78.0
2024-06-04,Guadalupe Victoria,30.82,24.04,78.0
2024-06-05,Guadalupe Victoria,30.41,23.72,78.0
2024-06-06,Guadalupe Victoria,30.19,23.55,78.0
2024-06-07,Guadalupe Victoria,30.18,23.54,78.0
2024-06-08,Guadalupe Victoria,29.82,23.26,78.0
2024-06-09,Guadalupe Victoria,29.75,23.2,78.0
2024-06-10,Guadalupe Victoria,29.91,23.33,78.0
2024-06-11,Guadalupe Victoria,29.75,23.2,78.0
2024-06-12,Guadalupe Victoria,29.43,22.95,78.0
2024-06-13,Guadalupe Victoria,29.14,22.73,78.0
2024-06-14,Guadalupe Victoria,29.1,22.7,78.0
2024-06-15,Guadalupe Victoria,28.88,22.53,78.0
2024-06-16,Guadalupe Victoria,28.88,22.52,78.0
2024-06-17,Guadalupe Victoria,28.5,22.23,78.0
2024-06-18,Guadalupe Victoria,28.21,22.0,78.0
2024-06-19,Guadalupe Victoria,28.09,21.91,78.0
2024-06-20,Guadalupe Victoria,27.85,21.72,78.0
2024-06-21,Guadalupe Victoria,28.04,21.87,78.0
2024-06-22,Guadalupe Victoria,27.72,21.62,78.0
2024-06-23,Guadalupe Victoria,27.72,21.62,78.0
2024-06-24,Guadalupe Victoria,27.73,21.63,78.0
2024-06-25,Guadalupe Victoria,27.43,21.4,78.0
2024-06-26,Guadalupe Victoria,27.47,21.43,78.0
2024-06-27,Guadalupe Victoria,27.13,21.16,78.0
2024-06-28,Guadalupe Victoria,27.24,21.25,78.0
2024-06-29,Guadalupe Victoria,27.27,21.27,78.0
2024-06-30,Guadalupe Victoria,26.9,20.98,78.0
2024-07-01,Guadalupe Victoria,26.7,20.83,78.0
2024-07-02,Guadalupe Victoria,26.48,20.65,78.0
2024-07-03,Guadalupe Victoria,26.45,20.63,78.0
2024-07-04,Guadalupe Victoria,26.48,20.66,78.0
2024-07-05,Guadalupe Victoria,26.42,20.61,78.0
2024-07-06,Guadalupe Victoria,28.0,21.84,78.0
2024-07-07,Guadalupe Victoria,29.57,23.06,78.0
2024-07-08,Guadalupe Victoria,29.97,23.38,78.0
2024-07-09,Guadalupe Victoria,30.01,23.41,78.0
2024-07-10,Guadalupe Victoria,30.06,23.45,78.0
2024-07-11,Guadalupe Victoria,30.03,23.42,78.0
2024-07-12,Guadalupe Victoria,29.62,23.1,78.0
2024-07-13,Guadalupe Victoria,29.31,22.86,78.0
2024-07-14,Guadalupe Victoria,29.38,22.91,78.0
2024-07-15,Guadalupe Victoria,29.23,22.8,78.0
2024-07-16,Guadalupe Victoria,29.45,22.97,78.0
2024-07-17,Guadalupe Victoria,29.25,22.81,78.0
2024-07-18,Guadalupe Victoria,29.47,22.99,78.0
2024-07-19,Guadalupe Victoria,29.1,22.7,78.0
2024-07-20,Guadalupe Victoria,29.34,22.89,78.0
2024-07-21,Guadalupe Victoria,29.23,22.8,78.0
2024-07-22,Guadalupe Victoria,29.32,22.87,78.0
2024-07-23,Guadalupe Victoria,29.37,22.91,78.0
2024-07-24,Guadalupe Victoria,29.67,23.14,78.0
2024-07-25,Guadalupe Victoria,29.75,23.21,78.0
2024-07-26,Guadalupe Victoria,31.08,24.24,78.0
2024-07-27,Guadalupe Victoria,30.93,24.13,78.0
2024-07-28,Guadalupe Victoria,31.15,24.3,78.0
2024-07-29,Guadalupe Victoria,31.19,24.33,78.0
2024-07-30,Guadalupe Victoria,31.26,24.39,78.0
2024-07-31,Guadalupe Victoria,31.03,24.2,78.0
2024-08-01,Guadalupe Victoria,31.73,24.75,78.0
2024-08-02,Guadalupe Victoria,31.72,24.74,78.0
2024-08-03,Guadalupe Victoria,32.24,25.15,78.0
2024-08-04,Guadalupe Victoria,35.49,27.68,78.0
2024-08-05,Guadalupe Victoria,35.21,27.46,78.0
2024-08-06,Guadalupe Victoria,36.64,28.58,78.0
2024-08-07,Guadalupe Victoria,38.88,30.32,78.0
2024-08-08,Guadalupe Victoria,38.89,30.34,78.0
2024-08-09,Guadalupe Victoria,38.84,30.29,78.0
2024-08-10,Guadalupe Victoria,38.5,30.03,78.0
2024-08-11,Guadalupe Victoria,38.35,29.92,78.0
2024-08-12,Guadalupe Victoria,39.64,30.92,78.0
2024-08-13,Guadalupe Victoria,39.64,30.92,78.0
2024-08-14,Guadalupe Victoria,39.5,30.81,78.0
2024-08-15,Guadalupe Victoria,39.46,30.78,78.0
2024-08-16,Guadalupe Victoria,39.62,30.9,78.0
2024-08-17,Guadalupe Victoria,39.58,30.87,78.0
2024-08-18,Guadalupe Victoria,41.19,32.12,78.0
2024-08-19,Guadalupe Victoria,41.04,32.01,78.0
2024-08-20,Guadalupe Victoria,41.4,32.29,78.0
2024-08-21,Guadalupe Victoria,43.62,34.03,78.0
2024-08-22,Guadalupe Victoria,43.79,34.16,78.0
2024-08-23,Guadalupe Victoria,43.72,34.1,78.0
2024-08-24,Guadalupe Victoria,43.33,33.79,78.0
2024-08-25,Guadalupe Victoria,42.89,33.45,78.0
2024-08-26,Guadalupe Victoria,45.43,35.44,78.0
2024-08-27,Guadalupe Victoria,45.61,35.58,78.0
2024-08-28,Guadalupe Victoria,45.54,35.52,78.0
2024-08-29,Guadalupe Victoria,47.41,36.98,78.0
2024-08-30,Guadalupe Victoria,47.49,37.04,78.0
2024-08-31,Guadalupe Victoria,47.71,37.22,78.0
2024-09-01,Guadalupe Victoria,47.44,37.0,78.0
2024-09-02,Guadalupe Victoria,49.88,38.9,78.0
2024-09-03,Guadalupe Victoria,49.81,38.85,78.0
2024-09-04,Guadalupe Victoria,49.81,38.85,78.0
2024-09-05,Guadalupe Victoria,52.39,40.87,78.0
2024-09-06,Guadalupe Victoria,52.29,40.79,78.0
2024-09-07,Guadalupe Victoria,52.24,40.75,78.0
2024-09-08,Guadalupe Victoria,52.07,40.62,78.0
2024-09-09,Guadalupe Victoria,52.13,40.66,78.0
2024-09-10,Guadalupe Victoria,53.55,41.77,78.0
2024-09-11,Guadalupe Victoria,53.48,41.71,78.0
2024-09-12,Guadalupe Victoria,53.05,41.38,78.0
2024-09-13,Guadalupe Victoria,52.78,41.17,78.0
2024-09-14,Guadalupe Victoria,52.74,41.13,78.0
2024-09-15,Guadalupe Victoria,52.78,41.17,78.0
2024-09-16,Guadalupe Victoria,54.7,42.66,78.0
2024-09-17,Guadalupe Victoria,54.49,42.5,78.0
2024-09-18,Guadalupe Victoria,56.81,44.31,78.0
2024-09-19,Guadalupe Victoria,56.6,44.15,78.0
2024-09-20,Guadalupe Victoria,56.44,44.02,78.0
2024-09-21,Guadalupe Victoria,56.74,44.26,78.0
2024-09-22,Guadalupe Victoria,56.78,44.29,78.0
2024-09-23,Guadalupe Victoria,56.65,44.19,78.0
2024-09-24,Guadalupe Victoria,57.1,44.54,78.0
2024-09-25,Guadalupe Victoria,59.18,46.16,78.0
2024-09-26,Guadalupe Victoria,59.37,46.31,78.0
2024-09-27,Guadalupe Victoria,59.48,46.39,78.0
2024-09-28,Guadalupe Victoria,59.62,46.5,78.0
2024-09-29,Guadalupe Victoria,60.34,47.07,78.0
2024-09-30,Guadalupe Victoria,60.12,46.9,78.0
2024-10-01,Guadalupe Victoria,59.86,46.69,78.0
2024-10-02,Guadalupe Victoria,59.64,46.52,78.0
2024-10-03,Guadalupe Victoria,59.61,46.5,78.0
2024-10-04,Guadalupe Victoria,59.33,46.27,78.0
2024-10-05,Guadalupe Victoria,59.2,46.17,78.0
2024-10-06,Guadalupe Victoria,60.44,47.14,78.0
2024-10-07,Guadalupe Victoria,60.21,46.97,78.0
2024-10-08,Guadalupe Victoria,60.31,47.05,78.0
