fecha,region,tmax_c,tmin_c,tmed_c
2023-04-20,Valle del Guadiana,20.9,5.1,13.1
2023-04-21,Valle del Guadiana,25.7,11.4,17.4
2023-04-22,Valle del Guadiana,22.4,10.3,16.9
2023-04-23,Valle del Guadiana,23.6,11.3,16.3
2023-04-24,Valle del Guadiana,22.4,8.6,14.7
2023-04-25,Valle del Guadiana,23.0,6.7,13.9
2023-04-26,Valle del Guadiana,19.3,4.7,10.9
2023-04-27,Valle del Guadiana,14.8,2.8,11.5
2023-04-28,Valle del Guadiana,16.8,0.9,9.0
2023-04-29,Valle del Guadiana,21.4,4.2,13.6
2023-04-30,Valle del Guadiana,20.3,2.8,11.5
2023-05-01,Valle del Guadiana,17.4,4.2,11.7
2023-05-02,Valle del Guadiana,19.6,5.8,13.8
2023-05-03,Valle del Guadiana,16.6,2.8,10.4
2023-05-04,Valle del Guadiana,23.4,4.1,13.3
2023-05-05,Valle del Guadiana,13.2,-3.1,5.8
2023-05-06,Valle del Guadiana,17.6,1.5,9.4
2023-05-07,Valle del Guadiana,17.4,2.9,10.2
2023-05-08,Valle del Guadiana,21.1,2.7,11.1
2023-05-09,Valle del Guadiana,18.6,4.0,11.4
2023-05-10,Valle del Guadiana,18.5,3.3,11.2
2023-05-11,Valle del Guadiana,15.0,-3.1,6.4
2023-05-12,Valle del Guadiana,17.5,1.8,8.5
2023-05-13,Valle del Guadiana,17.6,5.1,11.2
2023-05-14,Valle del Guadiana,15.7,0.1,9.5
2023-05-15,Valle del Guadiana,17.6,3.6,11.2
2023-05-16,Valle del Guadiana,15.8,0.2,9.3
2023-05-17,Valle del Guadiana,14.5,0.1,7.7
2023-05-18,Valle del Guadiana,15.4,-0.5,7.5
2023-05-19,Valle del Guadiana,13.5,-0.8,5.6
2023-05-20,Valle del Guadiana,13.2,-0.9,6.3
2023-05-21,Valle del Guadiana,17.5,1.4,10.3
2023-05-22,Valle del Guadiana,12.1,-1.8,4.5
2023-05-23,Valle del Guadiana,17.2,1.9,9.3
2023-05-24,Valle del Guadiana,11.5,-3.4,4.4
2023-05-25,Valle del Guadiana,12.0,-2.9,4.8
2023-05-26,Valle del Guadiana,13.2,-1.0,5.0
2023-05-27,Valle del Guadiana,11.3,-3.6,4.0
2023-05-28,Valle del Guadiana,9.7,-3.7,3.9
2023-05-29,Valle del Guadiana,9.2,-1.1,5.2
2023-05-30,Valle del Guadiana,12.0,-1.7,5.0
2023-05-31,Valle del Guadiana,9.4,-8.4,1.3
2023-06-01,Valle del Guadiana,14.1,-2.7,5.0
2023-06-02,Valle del Guadiana,13.7,0.5,6.9
2023-06-03,Valle del Guadiana,8.9,-6.1,1.9
2023-06-04,Valle del Guadiana,11.9,-1.5,3.7
2023-06-05,Valle del Guadiana,8.0,-6.7,0.5
2023-06-06,Valle del Guadiana,9.2,-3.9,3.4
2023-06-07,Valle del Guadiana,14.1,-2.0,6.1
2023-06-08,Valle del Guadiana,9.0,-5.3,2.2
2023-06-09,Valle del Guadiana,4.8,-7.1,-1.3
2023-06-10,Valle del Guadiana,6.1,-9.2,-0.5
2023-06-11,Valle del Guadiana,8.9,-7.2,1.2
2023-06-12,Valle del Guadiana,9.3,-8.4,1.1
2023-06-13,Valle del Guadiana,7.7,-8.5,-0.9
2023-06-14,Valle del Guadiana,4.7,-10.7,-2.6
2023-06-15,Valle del Guadiana,11.1,-4.7,2.6
2023-06-16,Valle del Guadiana,12.1,-0.0,5.1
2023-06-17,Valle del Guadiana,7.3,-8.6,-0.6
2023-06-18,Valle del Guadiana,3.6,-11.1,-3.3
2023-06-19,Valle del Guadiana,11.1,-4.4,3.5
2023-06-20,Valle del Guadiana,5.4,-8.6,-1.6
2023-06-21,Valle del Guadiana,5.8,-7.7,-1.0
2023-06-22,Valle del Guadiana,4.9,-8.7,-2.0
2023-06-23,Valle del Guadiana,3.8,-11.1,-1.8
2023-06-24,Valle del Guadiana,7.9,-5.8,1.6
2023-06-25,Valle del Guadiana,5.1,-10.0,-2.1
2023-06-26,Valle del Guadiana,8.2,-8.1,1.2
2023-06-27,Valle del Guadiana,7.3,-6.3,1.2
2023-06-28,Valle del Guadiana,4.0,-11.4,-3.3
2023-06-29,Valle del Guadiana,8.2,-8.8,-0.5
2023-06-30,Valle del Guadiana,8.2,-8.0,1.3
2023-07-01,Valle del Guadiana,12.0,-5.1,1.9
2023-07-02,Valle del Guadiana,7.9,-6.6,-1.2
2023-07-03,Valle del Guadiana,5.6,-9.5,-2.1
2023-07-04,Valle del Guadiana,8.1,-7.8,-0.5
2023-07-05,Valle del Guadiana,8.9,-7.8,1.5
2023-07-06,Valle del Guadiana,3.1,-11.2,-2.0
2023-07-07,Valle del Guadiana,5.7,-8.5,-0.3
2023-07-08,Valle del Guadiana,5.2,-10.4,-1.1
2023-07-09,Valle del Guadiana,5.9,-10.5,-1.9
2023-07-10,Valle del Guadiana,4.2,-10.1,-3.3
2023-07-11,Valle del Guadiana,7.5,-7.0,-0.2
2023-07-12,Valle del Guadiana,7.7,-9.4,-1.9
2023-07-13,Valle del Guadiana,5.2,-12.0,-3.2
2023-07-14,Valle del Guadiana,4.2,-11.3,-3.3
2023-07-15,Valle del Guadiana,7.6,-6.7,-0.4
2023-07-16,Valle del Guadiana,-0.5,-11.2,-6.3
2023-07-17,Valle del Guadiana,6.6,-9.0,-2.5
2023-07-18,Valle del Guadiana,9.4,-5.2,2.8
2023-07-19,Valle del Guadiana,4.9,-9.5,-2.9
2023-07-20,Valle del Guadiana,8.4,-9.4,-1.2
2023-07-21,Valle del Guadiana,9.2,-4.6,2.3
2023-07-22,Valle del Guadiana,1.8,-15.1,-4.6
2023-07-23,Valle del Guadiana,1.3,-12.8,-5.4
2023-07-24,Valle del Guadiana,-1.3,-14.7,-7.5
2023-07-25,Valle del Guadiana,5.0,-9.5,-2.3
2023-07-26,Valle del Guadiana,3.6,-11.7,-1.3
2023-07-27,Valle del Guadiana,4.2,-11.2,-2.5
2023-07-28,Valle del Guadiana,10.6,-4.3,3.2
2023-07-29,Valle del Guadiana,5.8,-6.9,-0.9
2023-07-30,Valle del Guadiana,7.8,-7.8,0.1
2023-07-31,Valle del Guadiana,7.6,-8.4,0.6
2023-08-01,Valle del Guadiana,9.3,-2.5,2.1
2023-08-02,Valle del Guadiana,1.6,-11.8,-3.5
2023-08-03,Valle del Guadiana,5.9,-11.3,-1.4
2023-08-04,Valle del Guadiana,7.3,-8.4,-0.9
2023-08-05,Valle del Guadiana,9.6,-5.2,1.8
2023-08-06,Valle del Guadiana,8.4,-6.6,1.7
2023-08-07,Valle del Guadiana,4.0,-12.7,-3.7
2023-08-08,Valle del Guadiana,9.3,-7.1,1.5
2023-08-09,Valle del Guadiana,7.4,-10.4,-2.6
2023-08-10,Valle del Guadiana,7.5,-3.9,1.0
2023-08-11,Valle del Guadiana,6.2,-7.8,-1.1
2023-08-12,Valle del Guadiana,6.1,-8.3,-1.2
2023-08-13,Valle del Guadiana,3.3,-10.7,-2.8
2023-08-14,Valle del Guadiana,5.7,-8.9,-2.9
2023-08-15,Valle del Guadiana,12.3,-3.5,5.2
2023-08-16,Valle del Guadiana,7.2,-7.2,-0.1
2023-08-17,Valle del Guadiana,9.7,-3.1,2.9
2023-08-18,Valle del Guadiana,9.1,-7.3,0.1
2023-08-19,Valle del Guadiana,9.5,-5.3,2.9
2023-08-20,Valle del Guadiana,6.6,-8.8,-0.9
2023-08-21,Valle del Guadiana,6.8,-9.5,-1.3
2023-08-22,Valle del Guadiana,9.5,-6.9,1.4
2023-08-23,Valle del Guadiana,8.6,-6.6,0.4
2023-08-24,Valle del Guadiana,10.2,-6.5,1.5
2023-08-25,Valle del Guadiana,10.4,-5.4,2.3
2023-08-26,Valle del Guadiana,8.9,-9.4,2.1
2023-08-27,Valle del Guadiana,10.2,-6.9,1.8
2023-08-28,Valle del Guadiana,6.7,-6.7,1.3
2023-08-29,Valle del Guadiana,11.3,-3.1,4.9
2023-08-30,Valle del Guadiana,9.2,-4.9,2.1
2023-08-31,Valle del Guadiana,6.9,-8.2,0.3
2023-09-01,Valle del Guadiana,10.2,-8.4,1.7
2023-09-02,Valle del Guadiana,8.6,-6.2,1.1
2023-09-03,Valle del Guadiana,15.6,-0.3,6.4
2023-09-04,Valle del Guadiana,9.0,-5.2,3.1
2023-09-05,Valle del Guadiana,14.7,-3.2,5.4
2023-09-06,Valle del Guadiana,12.0,-0.9,6.5
2023-09-07,Valle del Guadiana,12.5,-2.1,5.7
2023-09-08,Valle del Guadiana,15.3,0.4,7.3
2023-09-09,Valle del Guadiana,11.7,-3.3,5.3
2023-09-10,Valle del Guadiana,10.5,-5.2,2.7
2023-09-11,Valle del Guadiana,14.1,-2.0,5.9
2023-09-12,Valle del Guadiana,14.3,1.2,6.9
2023-09-13,Valle del Guadiana,14.0,-1.6,5.2
2023-09-14,Valle del Guadiana,9.0,-4.9,4.2
2023-09-15,Valle del Guadiana,12.7,-0.8,4.8
2023-09-16,Valle del Guadiana,12.8,-3.1,6.8
2023-09-17,Valle del Guadiana,13.3,-1.0,6.3
2023-09-18,Valle del Guadiana,17.5,1.1,7.7
2023-09-19,Valle del Guadiana,14.0,-2.6,6.6
2023-09-20,Valle del Guadiana,17.9,2.5,9.6
2023-09-21,Valle del Guadiana,18.3,2.7,9.4
2023-09-22,Valle del Guadiana,14.1,0.1,6.6
2023-09-23,Valle del Guadiana,14.4,-0.0,7.3
2023-09-24,Valle del Guadiana,14.2,-1.6,8.0
2023-09-25,Valle del Guadiana,16.3,1.5,7.5
2023-09-26,Valle del Guadiana,15.8,2.3,8.5
2023-09-27,Valle del Guadiana,19.7,5.8,12.6
2023-09-28,Valle del Guadiana,18.5,3.4,12.2
2023-09-29,Valle del Guadiana,14.3,-0.8,7.3
2023-09-30,Valle del Guadiana,15.3,2.4,8.6
2023-10-01,Valle del Guadiana,17.5,3.1,11.2
2023-10-02,Valle del Guadiana,19.4,4.5,11.9
2023-10-03,Valle del Guadiana,18.0,4.4,12.7
2023-10-04,Valle del Guadiana,23.5,5.9,13.3
2023-10-05,Valle del Guadiana,21.0,7.7,13.9
2023-10-06,Valle del Guadiana,19.2,5.3,12.0
2023-10-07,Valle del Guadiana,21.8,5.4,14.3
2023-10-08,Valle del Guadiana,20.8,6.9,13.9
2023-10-09,Valle del Guadiana,18.9,4.4,12.5
2023-10-10,Valle del Guadiana,20.9,7.1,14.2
2023-10-11,Valle del Guadiana,18.6,6.9,13.8
2023-10-12,Valle del Guadiana,17.6,4.9,10.5
2023-10-13,Valle del Guadiana,21.1,7.7,14.7
2023-10-14,Valle del Guadiana,20.2,7.3,13.1
2023-10-15,Valle del Guadiana,20.1,5.2,13.2
2023-10-16,Valle del Guadiana,21.7,6.4,13.8
2023-10-17,Valle del Guadiana,21.1,7.0,13.7
2023-10-18,Valle del Guadiana,23.5,7.1,16.5
2023-10-19,Valle del Guadiana,24.0,7.3,15.9
2023-10-20,Valle del Guadiana,22.8,10.6,16.1
2023-10-21,Valle del Guadiana,26.3,11.6,18.8
2023-10-22,Valle del Guadiana,23.9,4.8,14.7
2023-10-23,Valle del Guadiana,28.7,14.2,20.5
2023-10-24,Valle del Guadiana,26.6,13.0,18.3
2023-10-25,Valle del Guadiana,24.7,13.2,19.2
2023-10-26,Valle del Guadiana,27.9,15.0,20.4
2023-10-27,Valle del Guadiana,22.9,8.6,14.8
2023-10-28,Valle del Guadiana,26.6,10.0,18.9
2023-10-29,Valle del Guadiana,28.5,13.3,21.2
2023-10-30,Valle del Guadiana,24.0,11.3,17.3
2023-10-31,Valle del Guadiana,32.5,15.9,24.3
2023-11-01,Valle del Guadiana,26.4,11.3,19.4
2023-11-02,Valle del Guadiana,29.2,15.9,23.2
2023-11-03,Valle del Guadiana,28.0,13.0,21.2
2023-11-04,Valle del Guadiana,29.7,15.4,21.4
2023-11-05,Valle del Guadiana,31.3,15.9,23.4
2023-11-06,Valle del Guadiana,27.7,13.1,21.6
2023-11-07,Valle del Guadiana,28.2,13.0,20.1
2023-11-08,Valle del Guadiana,32.6,20.4,24.2
2023-11-09,Valle del Guadiana,25.9,10.9,18.7
2023-11-10,Valle del Guadiana,26.1,12.7,20.1
2023-11-11,Valle del Guadiana,29.2,17.2,21.4
2023-11-12,Valle del Guadiana,29.2,16.6,23.6
2023-11-13,Valle del Guadiana,28.9,15.0,20.8
2023-11-14,Valle del Guadiana,30.5,16.1,22.5
2023-11-15,Valle del Guadiana,28.6,14.9,22.0
2023-11-16,Valle del Guadiana,30.1,16.3,23.3
2023-11-17,Valle del Guadiana,33.3,17.5,25.9
2023-11-18,Valle del Guadiana,31.9,18.8,26.7
2023-11-19,Valle del Guadiana,32.4,17.6,24.3
2023-11-20,Valle del Guadiana,33.3,18.9,24.7
2023-11-21,Valle del Guadiana,32.1,18.1,25.1
2023-11-22,Valle del Guadiana,37.4,22.3,29.7
2023-11-23,Valle del Guadiana,31.2,14.8,24.0
2023-11-24,Valle del Guadiana,30.9,14.8,23.7
2023-11-25,Valle del Guadiana,31.6,17.7,25.7
2023-11-26,Valle del Guadiana,34.0,18.6,24.9
2023-11-27,Valle del Guadiana,37.9,21.7,28.3
2023-11-28,Valle del Guadiana,39.1,22.8,29.9
2023-11-29,Valle del Guadiana,38.2,22.9,29.4
2023-11-30,Valle del Guadiana,34.9,19.6,28.9
2023-12-01,Valle del Guadiana,34.4,20.6,26.9
2023-12-02,Valle del Guadiana,34.2,20.3,27.0
2023-12-03,Valle del Guadiana,32.2,19.9,27.3
2023-12-04,Valle del Guadiana,40.1,25.5,31.6
2023-12-05,Valle del Guadiana,38.0,21.4,29.4
2023-12-06,Valle del Guadiana,35.1,19.1,26.2
2023-12-07,Valle del Guadiana,35.1,19.8,27.2
2023-12-08,Valle del Guadiana,37.4,20.2,27.2
2023-12-09,Valle del Guadiana,36.1,19.9,28.9
2023-12-10,Valle del Guadiana,39.2,22.8,30.3
2023-12-11,Valle del Guadiana,40.9,26.9,32.6
2023-12-12,Valle del Guadiana,36.6,20.5,28.8
2023-12-13,Valle del Guadiana,34.0,21.2,28.2
2023-12-14,Valle del Guadiana,38.0,24.0,31.0
2023-12-15,Valle del Guadiana,39.3,25.3,32.2
2023-12-16,Valle del Guadiana,40.2,24.6,32.7
2023-12-17,Valle del Guadiana,40.6,24.5,32.0
2023-12-18,Valle del Guadiana,37.0,18.8,28.1
2023-12-19,Valle del Guadiana,38.6,23.8,32.3
2023-12-20,Valle del Guadiana,41.3,25.1,31.8
2023-12-21,Valle del Guadiana,39.1,22.5,30.3
2023-12-22,Valle del Guadiana,37.0,22.5,28.4
2023-12-23,Valle del Guadiana,34.7,23.1,31.0
2023-12-24,Valle del Guadiana,39.3,23.8,30.9
2023-12-25,Valle del Guadiana,45.6,28.7,35.8
2023-12-26,Valle del Guadiana,37.7,22.1,31.0
2023-12-27,Valle del Guadiana,39.0,23.1,30.9
2023-12-28,Valle del Guadiana,41.7,27.2,33.9
2023-12-29,Valle del Guadiana,40.4,25.7,33.6
2023-12-30,Valle del Guadiana,39.5,22.8,32.5
2023-12-31,Valle del Guadiana,42.4,25.7,35.1
2024-01-01,Valle del Guadiana,39.4,26.0,32.7
2024-01-02,Valle del Guadiana,34.6,20.7,29.4
2024-01-03,Valle del Guadiana,37.8,23.2,30.9
2024-01-04,Valle del Guadiana,37.5,22.4,29.7
2024-01-05,Valle del Guadiana,39.3,25.9,32.9
2024-01-06,Valle del Guadiana,39.7,21.3,30.6
2024-01-07,Valle del Guadiana,42.4,25.5,33.2
2024-01-08,Valle del Guadiana,40.3,23.9,32.6
2024-01-09,Valle del Guadiana,40.4,24.4,32.6
2024-01-10,Valle del Guadiana,39.2,25.0,32.5
2024-01-11,Valle del Guadiana,44.4,27.8,36.3
2024-01-12,Valle del Guadiana,40.7,26.1,34.4
2024-01-13,Valle del Guadiana,41.7,25.3,33.3
2024-01-14,Valle del Guadiana,42.5,27.0,33.7
2024-01-15,Valle del Guadiana,43.0,28.8,35.1
2024-01-16,Valle del Guadiana,41.9,26.2,34.3
2024-01-17,Valle del Guadiana,43.5,25.6,34.9
2024-01-18,Valle del Guadiana,41.3,27.3,33.2
2024-01-19,Valle del Guadiana,39.4,27.2,32.8
2024-01-20,Valle del Guadiana,40.9,29.6,34.6
2024-01-21,Valle del Guadiana,44.2,27.3,35.7
2024-01-22,Valle del Guadiana,40.7,27.8,33.9
2024-01-23,Valle del Guadiana,42.4,28.9,34.8
2024-01-24,Valle del Guadiana,41.4,25.1,32.7
2024-01-25,Valle del Guadiana,41.0,26.1,33.3
2024-01-26,Valle del Guadiana,37.6,25.4,31.5
2024-01-27,Valle del Guadiana,40.4,28.7,33.4
2024-01-28,Valle del Guadiana,44.2,25.9,34.5
2024-01-29,Valle del Guadiana,40.1,25.1,32.8
2024-01-30,Valle del Guadiana,38.8,24.2,31.6
2024-01-31,Valle del Guadiana,42.2,26.1,33.2
2024-02-01,Valle del Guadiana,42.4,28.9,35.0
2024-02-02,Valle del Guadiana,39.1,24.7,32.2
2024-02-03,Valle del Guadiana,37.9,23.5,31.9
2024-02-04,Valle del Guadiana,41.2,25.6,33.5
2024-02-05,Valle del Guadiana,43.1,28.1,35.9
2024-02-06,Valle del Guadiana,39.2,23.6,31.9
2024-02-07,Valle del Guadiana,41.6,24.1,33.0
2024-02-08,Valle del Guadiana,39.4,25.8,32.1
2024-02-09,Valle del Guadiana,37.0,23.0,29.3
2024-02-10,Valle del Guadiana,40.0,24.1,32.6
2024-02-11,Valle del Guadiana,42.3,27.9,35.5
2024-02-12,Valle del Guadiana,36.4,21.6,28.9
2024-02-13,Valle del Guadiana,38.5,25.0,31.0
2024-02-14,Valle del Guadiana,38.5,23.1,30.0
2024-02-15,Valle del Guadiana,39.1,26.5,32.6
2024-02-16,Valle del Guadiana,42.1,21.6,31.3
2024-02-17,Valle del Guadiana,36.4,21.4,30.6
2024-02-18,Valle del Guadiana,39.7,27.6,33.6
2024-02-19,Valle del Guadiana,38.2,24.0,30.8
2024-02-20,Valle del Guadiana,39.2,26.2,32.7
2024-02-21,Valle del Guadiana,40.2,23.2,31.1
2024-02-22,Valle del Guadiana,35.6,21.3,28.7
2024-02-23,Valle del Guadiana,41.0,22.9,30.9
2024-02-24,Valle del Guadiana,37.0,20.8,28.2
2024-02-25,Valle del Guadiana,35.9,22.4,30.5
2024-02-26,Valle del Guadiana,37.1,22.4,30.3
2024-02-27,Valle del Guadiana,36.5,21.8,26.3
2024-02-28,Valle del Guadiana,37.3,24.9,29.9
2024-02-29,Valle del Guadiana,33.4,20.4,26.5
2024-03-01,Valle del Guadiana,36.7,20.8,29.4
2024-03-02,Valle del Guadiana,39.4,22.7,32.2
2024-03-03,Valle del Guadiana,36.2,21.0,29.6
2024-03-04,Valle del Guadiana,38.8,20.4,28.9
2024-03-05,Valle del Guadiana,36.2,21.7,29.1
2024-03-06,Valle del Guadiana,34.5,20.6,26.2
2024-03-07,Valle del Guadiana,32.6,17.4,25.7
2024-03-08,Valle del Guadiana,33.8,20.5,26.1
2024-03-09,Valle del Guadiana,33.3,15.5,24.4
2024-03-10,Valle del Guadiana,32.7,18.0,26.7
2024-03-11,Valle del Guadiana,32.2,14.9,23.1
2024-03-12,Valle del Guadiana,33.5,18.7,25.9
2024-03-13,Valle del Guadiana,32.9,18.0,25.6
2024-03-14,Valle del Guadiana,34.9,16.5,27.6
2024-03-15,Valle del Guadiana,32.2,20.8,25.1
2024-03-16,Valle del Guadiana,30.5,13.5,22.0
2024-03-17,Valle del Guadiana,32.2,16.0,23.5
2024-03-18,Valle del Guadiana,36.0,19.6,26.6
2024-03-19,Valle del Guadiana,30.9,13.7,22.7
2024-03-20,Valle del Guadiana,27.8,13.2,21.5
2024-03-21,Valle del Guadiana,32.3,17.5,26.3
2024-03-22,Valle del Guadiana,30.6,15.2,23.0
2024-03-23,Valle del Guadiana,33.1,16.6,25.7
2024-03-24,Valle del Guadiana,31.1,16.9,24.9
2024-03-25,Valle del Guadiana,29.2,14.2,22.0
2024-03-26,Valle del Guadiana,31.1,18.9,24.3
2024-03-27,Valle del Guadiana,27.5,11.9,19.7
2024-03-28,Valle del Guadiana,28.0,13.6,21.1
2024-03-29,Valle del Guadiana,28.8,14.9,22.5
2024-03-30,Valle del Guadiana,28.0,9.7,20.0
2024-03-31,Valle del Guadiana,27.3,11.7,20.4
2024-04-01,Valle del Guadiana,29.9,15.7,21.7
2024-04-02,Valle del Guadiana,26.6,11.5,19.8
2024-04-03,Valle del Guadiana,26.9,10.4,20.4
2024-04-04,Valle del Guadiana,26.3,13.5,20.6
2024-04-05,Valle del Guadiana,26.5,12.9,20.1
2024-04-06,Valle del Guadiana,24.2,9.7,16.9
2024-04-07,Valle del Guadiana,24.8,8.3,16.2
2024-04-08,Valle del Guadiana,24.6,9.5,15.7
2024-04-09,Valle del Guadiana,23.8,8.6,16.6
2024-04-10,Valle del Guadiana,25.7,11.0,18.8
2024-04-11,Valle del Guadiana,22.0,9.7,15.3
2024-04-12,Valle del Guadiana,22.4,7.3,14.3
2024-04-13,Valle del Guadiana,25.7,11.8,17.7
2024-04-14,Valle del Guadiana,25.4,10.0,16.6
2024-04-15,Valle del Guadiana,24.1,6.7,14.2
2024-04-16,Valle del Guadiana,25.3,7.5,16.3
2024-04-17,Valle del Guadiana,25.0,9.3,16.1
2024-04-18,Valle del Guadiana,24.5,6.9,15.5
2024-04-19,Valle del Guadiana,20.9,5.4,13.2
2024-04-20,Valle del Guadiana,25.6,11.5,16.7
2024-04-21,Valle del Guadiana,21.9,6.0,15.5
2024-04-22,Valle del Guadiana,22.8,6.4,12.7
2024-04-23,Valle del Guadiana,22.9,8.7,14.6
2024-04-24,Valle del Guadiana,17.4,1.8,11.0
2024-04-25,Valle del Guadiana,19.2,4.8,11.1
2024-04-26,Valle del Guadiana,14.7,1.9,8.5
2024-04-27,Valle del Guadiana,20.5,7.1,13.8
2024-04-28,Valle del Guadiana,22.6,6.1,14.5
2024-04-29,Valle del Guadiana,20.3,5.4,11.6
2024-04-30,Valle del Guadiana,20.4,2.1,11.4
2024-05-01,Valle del Guadiana,18.1,3.1,11.0
2024-05-02,Valle del Guadiana,16.7,4.7,10.9
2024-05-03,Valle del Guadiana,17.2,0.7,10.8
2024-05-04,Valle del Guadiana,19.9,4.2,12.5
2024-05-05,Valle del Guadiana,12.8,1.0,9.2
2024-05-06,Valle del Guadiana,17.4,0.5,9.4
2024-05-07,Valle del Guadiana,15.3,0.3,8.8
2024-05-08,Valle del Guadiana,19.8,2.4,10.8
2024-05-09,Valle del Guadiana,11.1,-4.2,3.3
2024-05-10,Valle del Guadiana,15.3,1.9,8.2
2024-05-11,Valle del Guadiana,14.2,-2.0,5.5
2024-05-12,Valle del Guadiana,15.8,-0.6,7.0
2024-05-13,Valle del Guadiana,15.7,1.3,7.9
2024-05-14,Valle del Guadiana,14.8,-0.2,8.3
2024-05-15,Valle del Guadiana,16.8,0.1,7.5
2024-05-16,Valle del Guadiana,14.5,-2.3,5.4
2024-05-17,Valle del Guadiana,14.7,0.2,6.7
2024-05-18,Valle del Guadiana,14.1,-0.6,5.1
2024-05-19,Valle del Guadiana,11.2,-4.0,4.6
2024-05-20,Valle del Guadiana,8.7,-5.5,3.0
2024-05-21,Valle del Guadiana,13.3,-3.1,5.6
2024-05-22,Valle del Guadiana,10.8,-2.5,5.6
2024-05-23,Valle del Guadiana,15.8,2.7,8.9
2024-05-24,Valle del Guadiana,15.4,-0.6,6.1
2024-05-25,Valle del Guadiana,6.2,-4.3,0.6
2024-05-26,Valle del Guadiana,12.5,-1.1,4.7
2024-05-27,Valle del Guadiana,12.6,-4.6,4.2
2024-05-28,Valle del Guadiana,10.6,-4.1,2.0
2024-05-29,Valle del Guadiana,8.5,-7.2,1.3
2024-05-30,Valle del Guadiana,13.8,-2.3,6.1
2024-05-31,Valle del Guadiana,8.4,-3.0,3.7
2024-06-01,Valle del Guadiana,12.3,-2.1,3.8
2024-06-02,Valle del Guadiana,13.7,-4.4,5.7
2024-06-03,Valle del Guadiana,10.1,-6.4,2.5
2024-06-04,Valle del Guadiana,11.6,-1.9,3.1
2024-06-05,Valle del Guadiana,8.3,-5.1,2.3
2024-06-06,Valle del Guadiana,10.2,-7.9,1.2
2024-06-07,Valle del Guadiana,12.1,-1.0,5.2
2024-06-08,Valle del Guadiana,10.3,-2.4,4.6
2024-06-09,Valle del Guadiana,9.1,-4.2,1.6
2024-06-10,Valle del Guadiana,7.3,-7.6,0.2
2024-06-11,Valle del Guadiana,8.3,-8.5,0.8
2024-06-12,Valle del Guadiana,7.7,-5.2,0.8
2024-06-13,Valle del Guadiana,9.2,-8.5,-0.7
2024-06-14,Valle del Guadiana,9.5,-4.3,2.2
2024-06-15,Valle del Guadiana,7.4,-7.2,-0.3
2024-06-16,Valle del Guadiana,11.2,-5.3,2.0
2024-06-17,Valle del Guadiana,6.4,-9.2,-1.1
2024-06-18,Valle del Guadiana,10.5,-4.2,1.8
2024-06-19,Valle del Guadiana,8.2,-6.2,-0.2
2024-06-20,Valle del Guadiana,8.1,-5.1,1.3
2024-06-21,Valle del Guadiana,10.0,-6.2,1.6
2024-06-22,Valle del Guadiana,7.5,-8.3,-1.2
2024-06-23,Valle del Guadiana,9.8,-8.5,0.9
2024-06-24,Valle del Guadiana,4.1,-11.9,-2.8
2024-06-25,Valle del Guadiana,7.3,-10.1,-2.2
2024-06-26,Valle del Guadiana,0.4,-12.1,-4.0
2024-06-27,Valle del Guadiana,5.4,-6.8,-0.8
2024-06-28,Valle del Guadiana,10.7,-6.2,2.0
2024-06-29,Valle del Guadiana,3.7,-12.1,-4.3
2024-06-30,Valle del Guadiana,4.0,-10.2,-3.6
2024-07-01,Valle del Guadiana,6.9,-5.8,0.7
2024-07-02,Valle del Guadiana,4.5,-11.7,-2.5
2024-07-03,Valle del Guadiana,4.8,-8.1,-0.3
2024-07-04,Valle del Guadiana,5.1,-8.7,-1.3
2024-07-05,Valle del Guadiana,4.8,-10.2,-2.9
2024-07-06,Valle del Guadiana,3.3,-11.7,-4.6
2024-07-07,Valle del Guadiana,5.5,-8.4,-0.1
2024-07-08,Valle del Guadiana,9.0,-7.8,1.1
2024-07-09,Valle del Guadiana,4.6,-12.2,-3.6
2024-07-10,Valle del Guadiana,4.9,-11.4,-3.7
2024-07-11,Valle del Guadiana,5.3,-13.3,-4.1
2024-07-12,Valle del Guadiana,1.6,-10.7,-4.0
2024-07-13,Valle del Guadiana,3.8,-11.2,-3.5
2024-07-14,Valle del Guadiana,6.2,-10.9,-2.7
2024-07-15,Valle del Guadiana,2.7,-13.9,-4.9
2024-07-16,Valle del Guadiana,6.5,-9.5,-1.3
2024-07-17,Valle del Guadiana,6.2,-7.0,-1.2
2024-07-18,Valle del Guadiana,8.2,-8.1,0.5
2024-07-19,Valle del Guadiana,2.3,-10.9,-5.2
2024-07-20,Valle del Guadiana,9.7,-9.0,0.2
2024-07-21,Valle del Guadiana,5.5,-9.1,-2.0
2024-07-22,Valle del Guadiana,5.4,-8.7,-1.0
2024-07-23,Valle del Guadiana,3.9,-11.2,-3.2
2024-07-24,Valle del Guadiana,1.4,-12.3,-3.7
2024-07-25,Valle del Guadiana,6.6,-14.3,-3.6
2024-07-26,Valle del Guadiana,7.9,-6.4,0.7
2024-07-27,Valle del Guadiana,12.3,-3.4,4.7
2024-07-28,Valle del Guadiana,6.1,-7.5,-1.1
2024-07-29,Valle del Guadiana,5.0,-10.5,-2.4
2024-07-30,Valle del Guadiana,0.5,-11.2,-5.5
2024-07-31,Valle del Guadiana,6.4,-8.3,-0.5
2024-08-01,Valle del Guadiana,3.4,-10.0,-3.6
2024-08-02,Valle del Guadiana,5.1,-11.7,-3.5
